# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-07-20 18:24:47 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15087700 INDIAN R AT SITKA AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15087700
#            TS   parameter     Description
#          1343       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	1343_00065	1343_00065_cd
USGS	15087700	2020-07-18 05:30	AKDT	20.87	P
USGS	15087700	2020-07-18 05:45	AKDT	20.87	P
USGS	15087700	2020-07-18 06:00	AKDT	20.86	P
USGS	15087700	2020-07-18 06:15	AKDT	20.87	P
USGS	15087700	2020-07-18 06:30	AKDT	20.88	P
USGS	15087700	2020-07-18 06:45	AKDT	20.87	P
USGS	15087700	2020-07-18 07:00	AKDT	20.87	P
USGS	15087700	2020-07-18 07:15	AKDT	20.87	P
USGS	15087700	2020-07-18 07:30	AKDT	20.87	P
USGS	15087700	2020-07-18 07:45	AKDT	20.87	P
USGS	15087700	2020-07-18 08:00	AKDT	20.88	P
USGS	15087700	2020-07-18 08:15	AKDT	20.88	P
USGS	15087700	2020-07-18 08:30	AKDT	20.88	P
USGS	15087700	2020-07-18 08:45	AKDT	20.90	P
USGS	15087700	2020-07-18 09:00	AKDT	20.89	P
USGS	15087700	2020-07-18 09:15	AKDT	20.89	P
USGS	15087700	2020-07-18 09:30	AKDT	20.90	P
USGS	15087700	2020-07-18 09:45	AKDT	20.90	P
USGS	15087700	2020-07-18 10:00	AKDT	20.91	P
USGS	15087700	2020-07-18 10:15	AKDT	20.91	P
USGS	15087700	2020-07-18 10:30	AKDT	20.91	P
USGS	15087700	2020-07-18 10:45	AKDT	20.91	P
USGS	15087700	2020-07-18 11:00	AKDT	20.92	P
USGS	15087700	2020-07-18 11:15	AKDT	20.93	P
USGS	15087700	2020-07-18 11:30	AKDT	20.94	P
USGS	15087700	2020-07-18 11:45	AKDT	20.94	P
USGS	15087700	2020-07-18 12:00	AKDT	20.96	P
USGS	15087700	2020-07-18 12:15	AKDT	20.96	P
USGS	15087700	2020-07-18 12:30	AKDT	20.96	P
USGS	15087700	2020-07-18 12:45	AKDT	20.96	P
USGS	15087700	2020-07-18 13:00	AKDT	20.97	P
USGS	15087700	2020-07-18 13:15	AKDT	20.98	P
USGS	15087700	2020-07-18 13:30	AKDT	20.99	P
USGS	15087700	2020-07-18 13:45	AKDT	20.99	P
USGS	15087700	2020-07-18 14:00	AKDT	21.00	P
USGS	15087700	2020-07-18 14:15	AKDT	21.01	P
USGS	15087700	2020-07-18 14:30	AKDT	21.03	P
USGS	15087700	2020-07-18 14:45	AKDT	21.04	P
USGS	15087700	2020-07-18 15:00	AKDT	21.05	P
USGS	15087700	2020-07-18 15:15	AKDT	21.06	P
USGS	15087700	2020-07-18 15:30	AKDT	21.08	P
USGS	15087700	2020-07-18 15:45	AKDT	21.10	P
USGS	15087700	2020-07-18 16:00	AKDT	21.10	P
USGS	15087700	2020-07-18 16:15	AKDT	21.11	P
USGS	15087700	2020-07-18 16:30	AKDT	21.12	P
USGS	15087700	2020-07-18 16:45	AKDT	21.13	P
USGS	15087700	2020-07-18 17:00	AKDT	21.14	P
USGS	15087700	2020-07-18 17:15	AKDT	21.15	P
USGS	15087700	2020-07-18 17:30	AKDT	21.15	P
USGS	15087700	2020-07-18 17:45	AKDT	21.16	P
USGS	15087700	2020-07-18 18:00	AKDT	21.15	P
USGS	15087700	2020-07-18 18:15	AKDT	21.16	P
USGS	15087700	2020-07-18 18:30	AKDT	21.17	P
USGS	15087700	2020-07-18 18:45	AKDT	21.17	P
USGS	15087700	2020-07-18 19:00	AKDT	21.18	P
USGS	15087700	2020-07-18 19:15	AKDT	21.20	P
USGS	15087700	2020-07-18 19:30	AKDT	21.19	P
USGS	15087700	2020-07-18 19:45	AKDT	21.21	P
USGS	15087700	2020-07-18 20:00	AKDT	21.21	P
USGS	15087700	2020-07-18 20:15	AKDT	21.25	P
USGS	15087700	2020-07-18 20:30	AKDT	21.25	P
USGS	15087700	2020-07-18 20:45	AKDT	21.26	P
USGS	15087700	2020-07-18 21:00	AKDT	21.29	P
USGS	15087700	2020-07-18 21:15	AKDT	21.32	P
USGS	15087700	2020-07-18 21:30	AKDT	21.37	P
USGS	15087700	2020-07-18 21:45	AKDT	21.38	P
USGS	15087700	2020-07-18 22:00	AKDT	21.40	P
USGS	15087700	2020-07-18 22:15	AKDT	21.44	P
USGS	15087700	2020-07-18 22:30	AKDT	21.47	P
USGS	15087700	2020-07-18 22:45	AKDT	21.48	P
USGS	15087700	2020-07-18 23:00	AKDT	21.49	P
USGS	15087700	2020-07-18 23:15	AKDT	21.50	P
USGS	15087700	2020-07-18 23:30	AKDT	21.53	P
USGS	15087700	2020-07-18 23:45	AKDT	21.53	P
USGS	15087700	2020-07-19 00:00	AKDT	21.54	P
USGS	15087700	2020-07-19 00:15	AKDT	21.55	P
USGS	15087700	2020-07-19 00:30	AKDT	21.58	P
USGS	15087700	2020-07-19 00:45	AKDT	21.58	P
USGS	15087700	2020-07-19 01:00	AKDT	21.57	P
USGS	15087700	2020-07-19 01:15	AKDT	21.57	P
USGS	15087700	2020-07-19 01:30	AKDT	21.58	P
USGS	15087700	2020-07-19 01:45	AKDT	21.59	P
USGS	15087700	2020-07-19 02:00	AKDT	21.56	P
USGS	15087700	2020-07-19 02:15	AKDT	21.54	P
USGS	15087700	2020-07-19 02:30	AKDT	21.53	P
USGS	15087700	2020-07-19 02:45	AKDT	21.53	P
USGS	15087700	2020-07-19 03:00	AKDT	21.52	P
USGS	15087700	2020-07-19 03:15	AKDT	21.50	P
USGS	15087700	2020-07-19 03:30	AKDT	21.50	P
USGS	15087700	2020-07-19 03:45	AKDT	21.49	P
USGS	15087700	2020-07-19 04:00	AKDT	21.51	P
USGS	15087700	2020-07-19 04:15	AKDT	21.48	P
USGS	15087700	2020-07-19 04:30	AKDT	21.48	P
USGS	15087700	2020-07-19 04:45	AKDT	21.49	P
USGS	15087700	2020-07-19 05:00	AKDT	21.48	P
USGS	15087700	2020-07-19 05:15	AKDT	21.47	P
USGS	15087700	2020-07-19 05:30	AKDT	21.46	P
USGS	15087700	2020-07-19 05:45	AKDT	21.46	P
USGS	15087700	2020-07-19 06:00	AKDT	21.47	P
USGS	15087700	2020-07-19 06:15	AKDT	21.46	P
USGS	15087700	2020-07-19 06:30	AKDT	21.45	P
USGS	15087700	2020-07-19 06:45	AKDT	21.44	P
USGS	15087700	2020-07-19 07:00	AKDT	21.44	P
USGS	15087700	2020-07-19 07:15	AKDT	21.43	P
USGS	15087700	2020-07-19 07:30	AKDT	21.42	P
USGS	15087700	2020-07-19 07:45	AKDT	21.43	P
USGS	15087700	2020-07-19 08:00	AKDT	21.43	P
USGS	15087700	2020-07-19 08:15	AKDT	21.42	P
USGS	15087700	2020-07-19 08:30	AKDT	21.41	P
USGS	15087700	2020-07-19 08:45	AKDT	21.41	P
USGS	15087700	2020-07-19 09:00	AKDT	21.41	P
USGS	15087700	2020-07-19 09:15	AKDT	21.39	P
USGS	15087700	2020-07-19 09:30	AKDT	21.39	P
USGS	15087700	2020-07-19 09:45	AKDT	21.38	P
USGS	15087700	2020-07-19 10:00	AKDT	21.39	P
USGS	15087700	2020-07-19 10:15	AKDT	21.37	P
USGS	15087700	2020-07-19 10:30	AKDT	21.37	P
USGS	15087700	2020-07-19 10:45	AKDT	21.36	P
USGS	15087700	2020-07-19 11:00	AKDT	21.35	P
USGS	15087700	2020-07-19 11:15	AKDT	21.36	P
USGS	15087700	2020-07-19 11:30	AKDT	21.35	P
USGS	15087700	2020-07-19 11:45	AKDT	21.33	P
USGS	15087700	2020-07-19 12:00	AKDT	21.32	P
USGS	15087700	2020-07-19 12:15	AKDT	21.32	P
USGS	15087700	2020-07-19 12:30	AKDT	21.31	P
USGS	15087700	2020-07-19 12:45	AKDT	21.30	P
USGS	15087700	2020-07-19 13:00	AKDT	21.30	P
USGS	15087700	2020-07-19 13:15	AKDT	21.29	P
USGS	15087700	2020-07-19 13:30	AKDT	21.29	P
USGS	15087700	2020-07-19 13:45	AKDT	21.30	P
USGS	15087700	2020-07-19 14:00	AKDT	21.29	P
USGS	15087700	2020-07-19 14:15	AKDT	21.28	P
USGS	15087700	2020-07-19 14:30	AKDT	21.29	P
USGS	15087700	2020-07-19 14:45	AKDT	21.26	P
USGS	15087700	2020-07-19 15:00	AKDT	21.26	P
USGS	15087700	2020-07-19 15:15	AKDT	21.26	P
USGS	15087700	2020-07-19 15:30	AKDT	21.26	P
USGS	15087700	2020-07-19 15:45	AKDT	21.24	P
USGS	15087700	2020-07-19 16:00	AKDT	21.26	P
USGS	15087700	2020-07-19 16:15	AKDT	21.24	P
USGS	15087700	2020-07-19 16:30	AKDT	21.24	P
USGS	15087700	2020-07-19 16:45	AKDT	21.24	P
USGS	15087700	2020-07-19 17:00	AKDT	21.24	P
USGS	15087700	2020-07-19 17:15	AKDT	21.24	P
USGS	15087700	2020-07-19 17:30	AKDT	21.23	P
USGS	15087700	2020-07-19 17:45	AKDT	21.23	P
USGS	15087700	2020-07-19 18:00	AKDT	21.23	P
USGS	15087700	2020-07-19 18:15	AKDT	21.22	P
USGS	15087700	2020-07-19 18:30	AKDT	21.21	P
USGS	15087700	2020-07-19 18:45	AKDT	21.22	P
USGS	15087700	2020-07-19 19:00	AKDT	21.20	P
USGS	15087700	2020-07-19 19:15	AKDT	21.21	P
USGS	15087700	2020-07-19 19:30	AKDT	21.21	P
USGS	15087700	2020-07-19 19:45	AKDT	21.20	P
USGS	15087700	2020-07-19 20:00	AKDT	21.21	P
USGS	15087700	2020-07-19 20:15	AKDT	21.21	P
USGS	15087700	2020-07-19 20:30	AKDT	21.20	P
USGS	15087700	2020-07-19 20:45	AKDT	21.21	P
USGS	15087700	2020-07-19 21:00	AKDT	21.21	P
USGS	15087700	2020-07-19 21:15	AKDT	21.22	P
USGS	15087700	2020-07-19 21:30	AKDT	21.22	P
USGS	15087700	2020-07-19 21:45	AKDT	21.21	P
USGS	15087700	2020-07-19 22:00	AKDT	21.21	P
USGS	15087700	2020-07-19 22:15	AKDT	21.22	P
USGS	15087700	2020-07-19 22:30	AKDT	21.22	P
USGS	15087700	2020-07-19 22:45	AKDT	21.22	P
USGS	15087700	2020-07-19 23:00	AKDT	21.20	P
USGS	15087700	2020-07-19 23:15	AKDT	21.22	P
USGS	15087700	2020-07-19 23:30	AKDT	21.21	P
USGS	15087700	2020-07-19 23:45	AKDT	21.21	P
USGS	15087700	2020-07-20 00:00	AKDT	21.22	P
USGS	15087700	2020-07-20 00:15	AKDT	21.23	P
USGS	15087700	2020-07-20 00:30	AKDT	21.22	P
USGS	15087700	2020-07-20 00:45	AKDT	21.24	P
USGS	15087700	2020-07-20 01:00	AKDT	21.25	P
USGS	15087700	2020-07-20 01:15	AKDT	21.26	P
USGS	15087700	2020-07-20 01:30	AKDT	21.29	P
USGS	15087700	2020-07-20 01:45	AKDT	21.32	P
USGS	15087700	2020-07-20 02:00	AKDT	21.36	P
USGS	15087700	2020-07-20 02:15	AKDT	21.41	P
USGS	15087700	2020-07-20 02:30	AKDT	21.47	P
USGS	15087700	2020-07-20 02:45	AKDT	21.51	P
USGS	15087700	2020-07-20 03:00	AKDT	21.58	P
USGS	15087700	2020-07-20 03:15	AKDT	21.65	P
USGS	15087700	2020-07-20 03:30	AKDT	21.67	P
USGS	15087700	2020-07-20 03:45	AKDT	21.67	P
USGS	15087700	2020-07-20 04:00	AKDT	21.69	P
USGS	15087700	2020-07-20 04:15	AKDT	21.72	P
USGS	15087700	2020-07-20 04:30	AKDT	21.71	P
USGS	15087700	2020-07-20 04:45	AKDT	21.69	P
USGS	15087700	2020-07-20 05:00	AKDT	21.70	P
USGS	15087700	2020-07-20 05:15	AKDT	21.70	P
USGS	15087700	2020-07-20 05:30	AKDT	21.70	P
USGS	15087700	2020-07-20 05:45	AKDT	21.67	P
USGS	15087700	2020-07-20 06:00	AKDT	21.64	P
USGS	15087700	2020-07-20 06:15	AKDT	21.65	P
USGS	15087700	2020-07-20 06:30	AKDT	21.63	P
USGS	15087700	2020-07-20 06:45	AKDT	21.63	P
USGS	15087700	2020-07-20 07:00	AKDT	21.61	P
USGS	15087700	2020-07-20 07:15	AKDT	21.61	P
USGS	15087700	2020-07-20 07:30	AKDT	21.59	P
USGS	15087700	2020-07-20 07:45	AKDT	21.59	P
USGS	15087700	2020-07-20 08:00	AKDT	21.56	P
USGS	15087700	2020-07-20 08:15	AKDT	21.56	P
USGS	15087700	2020-07-20 08:30	AKDT	21.56	P
USGS	15087700	2020-07-20 08:45	AKDT	21.53	P
USGS	15087700	2020-07-20 09:00	AKDT	21.52	P
USGS	15087700	2020-07-20 09:15	AKDT	21.51	P
USGS	15087700	2020-07-20 09:30	AKDT	21.49	P
USGS	15087700	2020-07-20 09:45	AKDT	21.51	P
USGS	15087700	2020-07-20 10:00	AKDT	21.48	P
USGS	15087700	2020-07-20 10:15	AKDT	21.49	P
USGS	15087700	2020-07-20 10:30	AKDT	21.46	P
USGS	15087700	2020-07-20 10:45	AKDT	21.45	P
USGS	15087700	2020-07-20 11:00	AKDT	21.46	P
USGS	15087700	2020-07-20 11:15	AKDT	21.44	P
USGS	15087700	2020-07-20 11:30	AKDT	21.45	P
USGS	15087700	2020-07-20 11:45	AKDT	21.44	P
USGS	15087700	2020-07-20 12:00	AKDT	21.43	P
USGS	15087700	2020-07-20 12:15	AKDT	21.42	P
USGS	15087700	2020-07-20 12:30	AKDT	21.43	P
USGS	15087700	2020-07-20 12:45	AKDT	21.42	P
USGS	15087700	2020-07-20 13:00	AKDT	21.42	P
USGS	15087700	2020-07-20 13:15	AKDT	21.42	P
USGS	15087700	2020-07-20 13:30	AKDT	21.41	P
USGS	15087700	2020-07-20 13:45	AKDT	21.41	P
USGS	15087700	2020-07-20 14:00	AKDT	21.41	P
